231.37080000000003, 9.96, 9.96, 0, 0, 9.96, 42.6, 55.824, "Inclusion on this list is not a recommendation by the "
143.33436, 9.96, 9.96, 0, 0, 9.96, 274.25, 55.824, "Child Development Service or th"
152.5872, 9.96, 9.96, 0, 0, 9.96, 417.67, 55.824, "e Department of Health. This list is"
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 570.46, 55.824, " "
68.99292000000001, 9.96, 9.96, 0, 0, 9.96, 573.22, 55.824, "updated annual"
111.03408, 9.96, 9.96, 0, 0, 9.96, 642.22, 55.824, "ly from publicly available "
49.45140000000001, 9.96, 9.96, 0, 0, 9.96, 42.6, 44.304, "information"
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 92.064, 44.304, " "
26.563320000000004, 9.96, 9.96, 0, 0, 9.96, 94.824, 44.304, "and is"
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 121.46, 44.304, " "
54.55092000000001, 9.96, 9.96, 0, 0, 9.96, 124.22, 44.304, "provided as "
397.7127599999999, 9.96, 9.96, 0, 0, 9.96, 178.82, 44.304, "an informational resource for parents and carers. This list is current as at December 2015."
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 577.06, 44.304, " "
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 582.7, 44.304, " "
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 618.7, 44.304, " "
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 654.7, 44.304, " "
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 690.7, 44.304, " "
2.7688800000000007, 9.96, 9.96, 0, 0, 9.96, 726.72, 44.304, " "
11.039920000000002, 9.96, 9.96, 0, 0, 9.96, 762.72, 44.304, "13"
2.76, 11.04, 11.04, 0, 0, 11.04, 773.88, 44.304, " "
3.3360000000000003, 12, 12, 0, 0, 12, 42.6, 30.984, " "
36.65376, 14.04, 14.04, 0, 0, 14.04, 404.95, 553.56, "PEEL"
3.90312, 14.04, 14.04, 0, 0, 14.04, 441.55, 553.56, " "
41.46, 12, 12, 0, 0, 12, 194.18, 539.28, "(City of "
251.868, 12, 12, 0, 0, 12, 235.73, 539.28, "Mandurah; Shire of Murray; Shire of Serpentine"
3.9960000000000004, 12, 12, 0, 0, 12, 487.87, 539.28, "-"
160.572, 12, 12, 0, 0, 12, 491.83, 539.28, "Jarrahdale; Shire of Waroona)"
3.06912, 11.04, 11.04, 0, 0, 11.04, 652.42, 539.28, " "
88.73952, 11.04, 11.04, 0, 0, 11.04, 52.44, 508.9, "Clinic Name and "
42.261120000000005, 11.04, 11.04, 0, 0, 11.04, 74.16, 496.3, "address"
3.06912, 11.04, 11.04, 0, 0, 11.04, 116.42, 496.3, " "
90.61631999999999, 11.04, 11.04, 0, 0, 11.04, 197.78, 502.54, "Name of clinician"
3.06912, 11.04, 11.04, 0, 0, 11.04, 288.29, 502.54, " "
40.98048, 11.04, 11.04, 0, 0, 11.04, 403.15, 502.54, "Contact"
3.06912, 11.04, 11.04, 0, 0, 11.04, 444.07, 502.54, " "
45.25296, 11.04, 11.04, 0, 0, 11.04, 634.9, 502.54, "Services"
3.06912, 11.04, 11.04, 0, 0, 11.04, 680.14, 502.54, " "
31.77312, 11.04, 11.04, 0, 0, 11.04, 47.04, 463.9, "PEEL "
96.99743999999998, 11.04, 11.04, 0, 0, 11.04, 47.04, 451.18, "PHYSIOTHERAPY "
48.16752, 11.04, 11.04, 0, 0, 11.04, 47.04, 438.58, "CENTRE "
